CAST                        ,,19076486,WOD Unique Cast Number,WOD code,,,,,,,,,,,,,,,,,,,,,,,
NODC Cruise ID              ,,CN-947         ,,,,,,,,,,,,,,,,,,,,,,,,,
Originators Station ID      ,,46,,,integer,,,,,,,,,,,,,,,,,,,,,,
Originators Cruise ID       ,,2902754,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude                    ,,28.6285,decimal degrees,,,,,,,,,,,,,,,,,,,,,,,,
Longitude                   ,,133.9264,decimal degrees,,,,,,,,,,,,,,,,,,,,,,,,
Year                        ,,2019,,,,,,,,,,,,,,,,,,,,,,,,,
Month                       ,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Day                         ,,22,,,,,,,,,,,,,,,,,,,,,,,,,
Time                        ,,2.95,decimal hours (UT),,,,,,,,,,,,,,,,,,,,,,,,
METADATA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country                     ,,             CN,NODC code,CHINA,,,,,,,,,,,,,,,,,,,,,,,
Accession Number            ,,42682,NODC code,,,,,,,,,,,,,,,,,,,,,,,,
Project                     ,,517,NODC code,CHINA ARGO PROJECT,,,,,,,,,,,,,,,,,,,,,,,
Cast direction              ,,1,,UP,,,,,,,,,,,,,,,,,,,,,,,
probe_type                  ,,9,OCL_code,profiling float,,,,,,,,,,,,,,,,,,,,,,,
Real time data              ,,1,,real-time data,,,,,,,,,,,,,,,,,,,,,,,
Ocean vehicle type          ,,302,WOD code,PROVOR (free-drifting hydrographic profiler, IFREMER/MARTEC, France),,,,,,,,,,,,,,,,,,,,,
Database origin             ,,7,WOD code,US GODAE server (Argo),,,,,,,,,,,,,,,,,,,,,,,
WMO identification code     ,,2902754,,,,,,,,,,,,,,,,,,,,,,,,,
Originators flag set to use ,,12,WOD code,ARGO profiling floats,,,,,,,,,,,,,,,,,,,,,,,
Instrument       ,Temperature,4,WOD code,CTD: TYPE UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,
Instrument          ,Salinity,410,WOD code,CTD: Sea-Bird Electronics, MODEL UNKNOWN,,,,,,,,,,,,,,,,,,,,,,
Investigator       ,Cruise PI,4294,WOD code,CHAI; FEI,,,,,,,,,,,,,,,,,,,,,,,
ChlAvg,0.601405405,,,,,,,,,,,,,,,,,,,,,,,,,,
NumSamp,37,,,,,,,,,,,,,,,,,,,,,,,,,,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Nitrate    ,F,O,Chlorophyl ,F,O,Pressure   ,F,O,,,,,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,ug/l      ,, , ,dbar      ,, , 
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,9, ,          ,0, ,          ,0, ,          ,0, ,,,,,,
1,0,0,1,   ---0---,0,1,   ---0---,0,1,198.947,0,1,   ---0---,0,1,0.584,0,1,0,0,1,,,,,,
2,0.1,0,1,   ---0---,0,1,   ---0---,0,1,203.203,0,1,   ---0---,0,1,0.584,0,1,0.1,0,1,,,,,,
3,0.2,0,1,21.01,0,1,34.781,0,1,182.203,0,1,8.496,0,1,0.555,0,1,0.2,0,1,,,,,,
4,0.3,0,1,21.03,0,1,34.781,0,1,   ---0---,0,1,8.679,0,1,   ---0---,0,1,0.3,0,1,,,,,,
5,0.3,0,1,   ---0---,0,1,   ---0---,0,1,178.811,0,1,   ---0---,0,1,0.569,0,1,0.3,0,1,,,,,,
6,0.4,0,1,21.02,0,1,34.782,0,1,178.879,0,1,   ---0---,0,1,0.562,0,1,0.4,0,1,,,,,,
7,1,0,1,   ---0---,0,1,   ---0---,0,1,178.942,0,1,   ---0---,0,1,0.613,0,1,1,0,1,,,,,,
8,1.1,0,1,   ---0---,0,1,   ---0---,0,1,179.009,0,1,   ---0---,0,1,0.628,0,1,1.1,0,1,,,,,,
9,1.3,0,1,21.04,0,1,34.777,0,1,   ---0---,0,1,8.851,0,1,   ---0---,0,1,1.3,0,1,,,,,,
10,1.3,0,1,   ---0---,0,1,   ---0---,0,1,178.924,0,1,   ---0---,0,1,0.635,0,1,1.3,0,1,,,,,,
11,1.4,0,1,   ---0---,0,1,   ---0---,0,1,178.874,0,1,   ---0---,0,1,0.599,0,1,1.4,0,1,,,,,,
12,1.5,0,1,21.04,0,1,34.776,0,1,178.875,0,1,   ---0---,0,1,0.621,0,1,1.5,0,1,,,,,,
13,1.8,0,1,   ---0---,0,1,   ---0---,0,1,178.933,0,1,   ---0---,0,1,   ---0---,0,1,1.8,0,1,,,,,,
14,2,0,1,   ---0---,0,1,   ---0---,0,1,178.873,0,1,   ---0---,0,1,0.606,0,1,2,0,1,,,,,,
15,2.1,0,1,   ---0---,0,1,   ---0---,0,1,178.874,0,1,   ---0---,0,1,0.599,0,1,2.1,0,1,,,,,,
16,2.3,0,1,   ---0---,0,1,   ---0---,0,1,178.903,0,1,   ---0---,0,1,0.606,0,1,2.3,0,1,,,,,,
17,2.4,0,1,   ---0---,0,1,   ---0---,0,1,178.821,0,1,   ---0---,0,1,0.613,0,1,2.4,0,1,,,,,,
18,2.5,0,1,21.04,0,1,34.774,0,1,   ---0---,0,1,   ---0---,0,1,   ---0---,0,1,2.5,0,1,,,,,,
19,2.7,0,1,   ---0---,0,1,   ---0---,0,1,178.855,0,1,   ---0---,0,1,0.621,0,1,2.7,0,1,,,,,,
20,2.9,0,1,   ---0---,0,1,   ---0---,0,1,178.773,0,1,   ---0---,0,1,0.621,0,1,2.9,0,1,,,,,,
21,3.1,0,1,   ---0---,0,1,   ---0---,0,1,178.85,0,1,   ---0---,0,1,0.613,0,1,3.1,0,1,,,,,,
22,3.3,0,1,   ---0---,0,1,   ---0---,0,1,178.797,0,1,   ---0---,0,1,0.613,0,1,3.3,0,1,,,,,,
23,3.5,0,1,21.04,0,1,34.775,0,1,178.859,0,1,   ---0---,0,1,0.591,0,1,3.5,0,1,,,,,,
24,3.8,0,1,   ---0---,0,1,   ---0---,0,1,178.817,0,1,   ---0---,0,1,0.686,0,1,3.8,0,1,,,,,,
25,3.8,0,1,21.04,0,1,34.775,0,1,   ---0---,0,1,8.743,0,1,   ---0---,0,1,3.8,0,1,,,,,,
26,4,0,1,   ---0---,0,1,   ---0---,0,1,178.803,0,1,   ---0---,0,1,0.591,0,1,4,0,1,,,,,,
27,4.2,0,1,   ---0---,0,1,   ---0---,0,1,178.826,0,1,   ---0---,0,1,0.628,0,1,4.2,0,1,,,,,,
28,4.5,0,1,   ---0---,0,1,   ---0---,0,1,178.814,0,1,   ---0---,0,1,0.591,0,1,4.5,0,1,,,,,,
29,4.6,0,1,21.05,0,1,34.775,0,1,   ---0---,0,1,   ---0---,0,1,   ---0---,0,1,4.6,0,1,,,,,,
30,4.7,0,1,   ---0---,0,1,   ---0---,0,1,178.815,0,1,   ---0---,0,1,   ---0---,0,1,4.7,0,1,,,,,,
31,4.9,0,1,   ---0---,0,1,   ---0---,0,1,178.816,0,1,   ---0---,0,1,0.621,0,1,4.9,0,1,,,,,,
32,5.1,0,1,   ---0---,0,1,   ---0---,0,1,178.893,0,1,   ---0---,0,1,0.591,0,1,5.1,0,1,,,,,,
33,5.4,0,1,   ---0---,0,1,   ---0---,0,1,178.835,0,1,   ---0---,0,1,0.613,0,1,5.4,0,1,,,,,,
34,5.5,0,1,21.05,0,1,34.774,0,1,   ---0---,0,1,   ---0---,0,1,   ---0---,0,1,5.5,0,1,,,,,,
35,5.7,0,1,   ---0---,0,1,   ---0---,0,1,178.814,0,1,   ---0---,0,1,0.584,0,1,5.7,0,1,,,,,,
36,5.9,0,1,   ---0---,0,1,   ---0---,0,1,178.779,0,1,   ---0---,0,1,0.591,0,1,5.9,0,1,,,,,,
37,6.1,0,1,   ---0---,0,1,   ---0---,0,1,178.811,0,1,   ---0---,0,1,0.613,0,1,6.1,0,1,,,,,,
38,6.4,0,1,   ---0---,0,1,   ---0---,0,1,178.827,0,1,   ---0---,0,1,0.599,0,1,6.4,0,1,,,,,,
39,6.5,0,1,21.05,0,1,34.775,0,1,   ---0---,0,1,   ---0---,0,1,   ---0---,0,1,6.5,0,1,,,,,,
40,6.6,0,1,   ---0---,0,1,   ---0---,0,1,178.82,0,1,   ---0---,0,1,0.584,0,1,6.6,0,1,,,,,,
41,6.6,0,1,21.04,0,1,34.776,0,1,   ---0---,0,1,8.862,0,1,   ---0---,0,1,6.6,0,1,,,,,,
42,6.8,0,1,   ---0---,0,1,   ---0---,0,1,178.89,0,1,   ---0---,0,1,   ---0---,0,1,6.8,0,1,,,,,,
43,7.1,0,1,   ---0---,0,1,   ---0---,0,1,178.847,0,1,   ---0---,0,1,0.599,0,1,7.1,0,1,,,,,,
44,7.3,0,1,   ---0---,0,1,   ---0---,0,1,178.863,0,1,   ---0---,0,1,0.606,0,1,7.3,0,1,,,,,,
45,7.4,0,1,21.05,0,1,34.774,0,1,   ---0---,0,1,   ---0---,0,1,   ---0---,0,1,7.5,0,1,,,,,,
46,7.5,0,1,   ---0---,0,1,   ---0---,0,1,178.842,0,1,   ---0---,0,1,0.584,0,1,7.6,0,1,,,,,,
47,7.8,0,1,   ---0---,0,1,   ---0---,0,1,178.853,0,1,   ---0---,0,1,0.584,0,1,7.9,0,1,,,,,,
48,7.9,0,1,   ---0---,0,1,   ---0---,0,1,178.898,0,1,   ---0---,0,1,0.577,0,1,8,0,1,,,,,,
49,8.2,0,1,   ---0---,0,1,   ---0---,0,1,178.99,0,1,   ---0---,0,1,0.577,0,1,8.3,0,1,,,,,,
50,8.4,0,1,21.04,0,1,34.775,0,1,   ---0---,0,1,   ---0---,0,1,   ---0---,0,1,8.5,0,1,,,,,,
51,9.4,0,1,21.04,0,1,34.775,0,1,   ---0---,0,1,   ---0---,0,1,   ---0---,0,1,9.5,0,1,,,,,,